RegionID,RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2018,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2019,% of increase-3BHK
1465,Walker County,GA,Chattanooga,13,295,770,63181,63335,63581,63748,63957,64098,64310,64535,64779,64984,65173,65434,65791,66180,66518,67004,67407,67826,68111,68511,68995,69994,71048,72086,72554,73183,73671,74295,74781,75365,75789,76169,76704,77705,78566,79182,79399,79794,80177,80446,80524,80640,80820,81049,81297,81524,81796,82141,82686,83213,83798,84291,84909,85311,85721,86172,86880,87697,88191,88681,88976,89490,89794,90232,90512,90779,90977,91152,91462,91581,91807,91819,91959,92264,92727,93232,93502,93806,94019,94299,94442,94637,94821,95088,95310,95312,95337,95340,95622,95843,96145,96425,96723,97115,97288,97629,97879,98422,98834,99218,99615,100024,100586,101027,101420,101505,101359,101293,101602,102106,102588,102839,103385,103672,103640,103384,103128,103067,102888,103348,103779,104466,104701,105147,105332,105595,106346,107131,108044,108515,108871,108979,108864,108360,108304,108474,108888,109673,110492,111697,112116,112323,112398,112165,111846,111200,110698,110184,109661,109519,109391,109230,108807,108215,107817,107069,106246,105328,104400,103458,102459,102061,101759,101508,100654,99795,99027,98549,98266,97858,97513,97035,96583,95922,95397,94767,94197,93451,92977,92458,91741,90923,90251,89898,89532,88967,88415,88000,87629,87114,86550,86205,86131,86157,86180,86229,86467,86816,87362,87845,88367,88759,89156,89554,90042,90518,91110,91644,92294,92765,93139,93486,93981,94549,95103,95600,96254,96846,97397,97813,98252,98719,99116,99544,100041,100495,100960,101427,102037,102507,102947,103353,103806,104188,104667,105253,105877,106304,106750,107220,107934,108499,109051,109490,109950,110347,110539,110828,111200,111899,112735,113501,114241,114807,115494,116164,116899,117573,118247,118994,119854,120460,121084,121696,122613,123582,124435,125101,125592,126000,126230,126505,127011,124192.4167,127817,128743,129668,130623,131469,132247,133019,133767,134369,134881,134649,134469,132143.4167,6.02%
756,Troup County,GA,LaGrange,13,285,782,65476,65479,65569,65675,65907,66039,66238,66478,66736,66995,67194,67396,67593,67832,68155,68513,68841,69193,69629,70076,70541,70440,70167,70021,70134,70303,70535,70954,71577,71974,72377,72798,73332,73612,73548,73416,73886,74653,75259,75494,75676,75967,76430,76987,77503,77675,77862,78067,78590,79017,79458,79872,80229,80716,81284,82139,82916,83590,83753,84042,84355,84935,85361,85754,86122,86501,86877,87235,87574,87819,88027,88229,88414,88767,89123,89531,89847,90152,90577,90942,91346,91593,91864,92080,92304,92445,92511,92577,92838,93186,93634,94145,94708,95210,96598,97857,99157,99515,99952,100313,100679,101086,101078,101058,100744,100963,101116,101321,101525,101757,102295,102874,103410,103812,104296,104950,105635,105958,106052,105992,106356,106812,107247,107505,107642,107896,108395,108542,108716,108691,109062,109352,109514,109750,110165,110346,110653,110723,111109,111248,111542,111702,111691,111428,110993,110922,110698,110455,109943,109628,108451,107182,105949,105902,105800,105519,104515,103508,102420,101531,100553,99704,98868,97670,96469,96364,96867,97485,97245,96894,96511,96119,95714,95144,94638,93992,93213,92305,91529,90846,90005,89229,88642,88371,88066,87722,87343,87122,86904,86491,86080,85792,85694,85545,85384,85322,85380,85560,85853,86230,86733,87261,87728,88115,88448,88786,89115,89485,89915,90421,91058,91721,92439,92957,93434,93947,94515,95078,95516,95865,96246,96616,97091,97613,98250,98760,99187,99572,100060,100562,100985,101361,101669,101978,102340,102856,103161,103512,103766,104278,104705,105165,105620,106083,106356,106611,106949,107492,107654,107740,107840,108358,108849,109188,109485,109782,110244,110788,110815,110901,111044,111834,112539,113251,113931,114639,115234,115784,116226,116627,117099,117728,118590,115290.1667,119453,120285,121075,121759,122448,123101,123794,124398,124798,124703,124001,123326,122761.75,6.09%
2554,Spalding County,GA,Atlanta-Sandy Springs-Roswell,13,255,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73392,73366,73868,73694,73003,71252,69439,68037,67372,67820,68045,68141,67759,67605,68304,69703,71727,73096,74322,75831,77865,80330,82429,83713,84189,84490,84130,84408,85020,85194,85046,83954,83673,83461,84271,85516,86020,85781,85760,86075,86165,86910,88630,91191,92328,91824,92173,94288,97531,99107,98923,98209,97780,98217,98186,98361,97984,98383,97659,96615,96468,98266,100804,102053,102554,102963,102917,102827,103024,104260,104982,105669,106958,108768,109936,110614,111251,112575,113830,114814,116010,116057,116482,116173,115429,114297,113505,114192,116638,119694,122747,124326,125013,117879.4167,124994,125079,125369,126316,127845,129256,130220,129678,129723,130993,133487,136135,129091.25,8.69%
1605,Catoosa County,GA,Chattanooga,13,47,815,83878,84078,84394,84696,84999,85355,85600,85914,86238,86643,87132,87552,88020,88428,88943,89525,90098,90681,91134,91662,92162,92665,92851,92862,92857,93112,93475,94005,94424,94941,95234,95639,95985,96062,96034,96021,96168,96431,96625,97061,97409,97680,98003,98347,98847,99318,99870,100481,101120,101733,102304,102901,103479,104133,104734,105571,106483,107532,108115,108466,108697,109110,109470,109766,110223,110688,111172,111485,111831,112162,112459,112724,112920,113272,113666,114185,114585,115004,115332,115620,115913,116297,116624,116868,117071,117287,117451,117551,117803,118226,118676,119137,119589,120156,120565,120868,121055,121421,121846,122400,122976,123617,124198,124781,125381,126127,126836,128109,129278,130434,131187,132043,132843,133368,133652,133972,134327,134735,135034,135215,135354,135535,135717,135716,136125,136574,137261,137538,137807,138115,138324,138545,138695,138887,139091,139365,139470,139785,140083,140605,140322,139814,139120,138781,138339,137645,136977,136250,135780,135348,135074,134681,134284,133930,133629,133189,132175,130989,129610,128519,127398,126402,125620,124960,124319,123555,122999,122635,122412,121995,121579,120165,118829,117285,116653,115754,115004,114237,113758,113115,112279,111421,110772,110351,109952,109546,109060,108699,108271,107945,107613,107451,107378,107239,107157,107166,107402,107779,108204,108688,109202,109797,110341,110823,111380,111917,112497,113073,113707,114429,115062,115690,116360,117087,117849,118524,119219,119854,120519,120999,121574,122187,122816,123399,123987,124825,125647,126443,127173,127920,128642,129327,129981,130618,131093,131679,132248,133061,133873,134728,135515,136197,136832,137514,138162,138597,138869,139285,139973,139987,139836,139770,140504,141267,142098,143032,144129,145032,145873,146090,146447,146481,147238,147985,149020,150063,151092,152235,152455,152620,152703,153549,154654,150841.25,156000,157517,159006,160376,161717,162967,163921,164737,165342,166045,166141,165914,162473.5833,7.16%
1859,Liberty County,GA,Hinesville,13,179,821,74459,74595,74742,74967,75117,75280,75396,75632,75888,76176,76447,76730,77028,77366,77721,78135,78475,78823,79116,79525,79939,80288,80407,80403,80477,80701,81069,80280,80301,80167,81067,81047,81099,80605,80166,79781,80025,80443,80811,81294,81546,81795,81933,82255,82593,82939,83234,83524,83829,84072,84377,84751,85062,85369,85635,86242,86846,87516,87778,88044,88237,88477,88601,88784,89000,89256,89414,89628,89801,89889,89911,89941,90020,90259,90546,90936,91213,91529,91795,92058,92287,92478,92715,92933,93126,93210,93289,93437,93692,93971,94247,94616,95028,95498,95804,96088,96287,96679,97082,97659,98167,98737,99248,99775,100240,100648,101065,101557,102058,102596,103147,103785,104305,104831,105323,105872,106407,106921,107426,107894,108410,109082,109910,110802,111713,112607,113435,114192,114823,115348,115875,116356,116866,117103,117428,117618,118211,118530,118805,118747,118788,118817,118700,118502,118272,118067,117784,117491,116730,116196,115564,115488,115117,115044,114839,114934,114416,113781,112653,111933,111083,110318,109369,108576,107765,106956,106334,105972,105808,105533,105194,104903,104503,103962,103284,102251,101313,100405,99987,99412,98633,97854,97306,96956,96874,96738,96596,96385,96220,96021,95789,95596,95585,95451,95347,95327,95456,95714,95977,96336,96750,97200,97639,98090,98571,99033,99512,100056,100557,101149,101676,102326,102894,103585,104262,105006,105657,106270,106859,107363,107810,108214,108698,109268,109842,110428,111024,111708,112443,113241,113954,114630,115164,115736,116154,116719,117337,118162,119030,119752,120425,121051,121680,122285,122626,123028,123478,124189,124928,125903,126919,127941,128743,129360,129980,130701,131539,132482,133361,134002,134563,135266,136269,137303,138174,139012,139774,140449,140851,141107,141220,141583,142179,139432.25,142926,143688,144260,144756,145052,145407,145650,145956,146141,146344,145817,145223,145101.6667,3.91%
1795,Jackson County,GA,Jefferson,13,157,853,78630,79282,79523,80991,82986,85091,86800,88007,88765,89067,89435,89685,90480,91111,92023,92885,93677,94466,95157,95848,96408,97510,98354,98809,98374,98666,99067,99666,99819,100358,101044,101912,102759,101677,100481,98893,99456,99818,101182,102585,104073,104927,105293,105521,105816,106358,107172,107907,108780,109584,110135,110589,110759,111145,111462,112610,113965,115389,116163,116845,117647,118514,119242,119700,120050,120391,120795,121173,121576,121954,122493,122965,123399,123998,124645,125390,125910,126403,126944,127366,127864,128253,128818,129229,129615,129849,129998,130068,130377,130790,131329,131859,132528,133142,133620,133963,134363,135134,136727,137375,137630,137194,137746,138321,138923,139370,138735,137862,137284,138068,138773,139246,139450,139801,140259,140654,141189,141605,142155,142736,143241,143631,143878,144195,144786,145448,146376,146908,147441,147820,148191,148516,148647,148849,149373,150458,151352,151804,151759,151936,151825,151770,151749,152078,152285,151941,151261,149839,149163,148562,148568,148024,147576,147100,146754,146220,145354,144225,142776,141405,139937,138691,137477,136395,135420,134620,134083,133756,133544,133147,132511,131774,131068,130238,129456,128440,126624,124747,123227,122501,121566,120518,119653,118941,118232,117464,116724,116198,115748,115357,114958,114678,114542,114399,114238,114103,114094,114289,114580,114902,115374,115906,116727,117488,118313,118868,119423,119881,120377,120874,121456,122048,122810,123590,124509,125402,126349,127128,127777,128212,128692,129220,129877,130477,131174,131868,132735,133589,134529,135375,136009,136507,136918,137401,137912,138545,139332,142237,145164,148024,149204,150292,151204,151807,152255,152843,153328,153994,154782,155584,156689,157886,159186,160001,160529,161351,162523,164012,165324,166626,168229,169374,170646,171659,173152,175147,177154,179177,180902,182807,184279,185595,187011,178075.25,189044,190763,192295,193608,194236,194622,194723,195199,195579,195756,196602,197492,194159.9167,8.28%
1044,Gordon County,GA,Calhoun,13,129,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107613,108862,109315,110463,110766,111255,111839,112645,113336,113893,114490,114999,115329,115197,114989,114935,115107,115411,115800,115765,116345,116762,117873,118432,118984,119279,119518,119591,119732,119683,119711,119553,119692,119838,120073,120174,120207,120100,119940,119723,119676,119414,119162,118983,118947,118716,118194,117520,116963,116255,115593,114908,114204,113236,112054,110963,109970,109106,108474,107969,107452,107451,107594,107920,107672,107412,106945,106616,106134,105642,104962,104193,103490,102675,102113,101407,100683,99886,99276,98809,98265,97689,97117,96808,96474,96114,95692,95443,95411,95369,95408,95430,95507,95716,95891,96178,96486,96852,97227,97576,98039,98545,99046,99556,100020,100518,101094,101693,102384,102941,103528,104048,104661,105287,105855,106292,106654,107092,107507,108103,108707,109241,109652,110049,110655,111332,111957,112511,112852,113215,113395,113806,114265,114912,115491,116002,116547,117135,117688,118342,118790,119276,119518,119943,120382,120870,121285,121793,122510,123264,123944,124602,125209,125992,126710,127602,128288,129133,129915,130900,131882,132972,133978,134833,135429,135965,136424,137099,137938,133872.3333,138819,139745,140630,141554,142447,143341,144266,145022,145616,146062,145784,145406,143224.3333,6.53%
2689,Effingham County,GA,Savannah,13,103,947,80797,81167,81572,82106,82579,82898,83027,83216,83470,83921,84248,84586,85028,85419,86039,86394,86948,87546,88118,88627,88809,88689,88658,89469,90187,91252,92290,93487,94181,94258,94751,95394,95800,96019,96284,96767,97216,97646,98019,98540,98811,99124,99339,99672,100027,100534,101100,101625,102138,102637,103222,103794,104482,105158,105776,106495,107187,108129,108699,109142,109308,109615,109952,110230,110593,111076,111576,111867,111942,112132,112483,112966,113329,113770,114231,114825,115295,115822,116252,116555,116730,116999,117437,117902,118285,118528,118797,119009,119384,119867,120411,120858,121271,121818,122415,122906,123323,123843,124463,125123,125791,126586,127388,127966,130083,130047,130203,128741,129420,130167,130941,131822,132635,133516,134256,135913,137453,139141,139918,140846,141699,142476,143283,143962,144930,146076,147377,148162,148545,148906,149405,149894,150177,150386,148554,146539,144864,145114,145533,145484,145338,145328,146058,147239,148142,148383,147322,147145,146274,146022,144676,144634,144319,144436,143082,142128,139896,137831,135816,132725,131055,128620,127964,126879,125979,125327,124492,124828,126308,128188,130310,132462,133895,133173,131979,131471,132846,134000,134588,134268,133190,132016,131119,130524,130151,129804,129400,128924,128251,127467,126869,126558,126551,126359,126231,126210,126410,126839,127289,127578,127784,128185,128903,129672,130375,131007,131671,132338,133057,133901,134731,135362,135880,136540,137502,138436,139306,140002,140800,141486,142163,142925,143594,144223,144609,145381,146332,147476,148397,149264,150093,150830,151541,152326,153049,153689,154027,154683,155577,156598,157440,158086,158741,159394,159894,160449,160918,161486,161748,162208,162865,161713,160298,158809,159500,160301,161114,162225,163356,164319,164807,165100,165578,166039,166955,168037,169150,170073,170604,171120,171430,171976,172416,169039.8333,173226,174263,175443,176337,176968,177388,177812,178100,178661,179155,178523,177715,176965.9167,4.48%
908,Camden County,GA,St. Marys,13,39,967,84146,84284,84406,84541,84693,84803,84892,85115,85397,85763,86156,86571,86949,87256,87556,87888,88168,88456,88720,89163,89641,90044,90140,90209,90475,91088,91731,92105,92255,92446,92894,93529,94069,94267,94242,94264,94367,94629,94809,95208,95351,95558,95549,95807,96122,96609,96988,97276,97660,97939,98371,98694,99206,99521,99882,100466,101239,102134,102656,103114,103445,103868,104183,104471,104622,104788,104920,105191,105423,105668,105900,106194,106406,106698,106995,107404,107609,107852,108050,108368,108658,108998,109399,109783,110054,110224,110287,110439,110748,111183,111618,112095,112672,113337,113884,114368,114757,115190,115638,116218,116828,118459,120020,120468,120011,119694,120685,121681,122856,124269,126255,128633,131062,132979,134592,136022,137334,138502,139631,141083,142581,144111,146760,148605,151170,152622,154836,155893,156811,157342,157830,158166,159105,160097,160698,160585,160470,160890,161392,161563,161070,160913,158902,156983,154603,153961,153306,152508,152022,151531,150911,150141,149497,149125,148843,148361,147472,146282,144812,143487,142178,140935,139691,138408,137277,136648,136454,136486,136199,135742,135182,134727,134184,133418,132496,131461,130604,129790,129222,128453,127384,126134,125046,124265,123515,122669,121825,121341,120992,120675,120299,120138,120103,119885,119610,119459,119594,119844,120075,120360,120823,121476,122266,122988,123601,124030,124498,124957,125475,125945,126505,127138,127925,128720,129609,130454,131266,131878,132441,132840,133258,133651,134113,134663,135311,136100,137015,137980,138973,139767,140384,140920,141316,141765,142130,142810,143617,144633,145713,146587,147310,147755,148126,148510,148689,149003,149245,149742,150195,150937,151807,152746,153492,153840,154023,154193,154607,155239,155861,156549,157285,155847,154585,153300,154255,155062,155819,156291,156666,156795,156983,157330,157938,155905.9167,158851,159891,161217,161477,161747,161555,162260,162555,162954,163357,163654,164061,161964.9167,3.74%
1851,Laurens County,GA,Dublin,13,175,1001,80466,80701,80929,81110,81226,81352,81541,81788,81929,82185,82420,82831,83108,83385,83722,84244,84633,85009,85178,85500,85783,85340,84511,83816,83938,84454,84886,85618,86495,87335,87898,88356,88765,88374,87975,87622,88073,88790,89437,90032,90451,91087,91841,92364,92671,93219,93822,94447,94743,94992,95408,95572,95693,95896,96265,96990,97545,98401,98862,98961,98956,99254,99698,99998,100146,100368,100664,100887,101154,101350,101545,101681,101611,101833,102152,102672,103067,103427,103681,103878,103924,104162,104095,104244,104242,104349,104327,104381,104762,105115,105433,105702,106061,106489,106756,107005,107165,107532,107974,108629,109220,109899,110445,111019,111557,112216,112881,113583,114307,115141,115873,116512,116967,117422,117954,118399,118921,119391,120007,120499,120882,121220,121542,121878,122338,122881,123598,124037,124427,124720,125219,125630,125900,125868,125792,125536,125690,125748,125997,125969,126057,126177,126313,126313,126111,125611,125179,124587,123988,123269,122347,121701,121125,121156,120982,120508,119526,118430,117385,116463,115461,114600,113765,113249,112793,111385,110069,108864,108816,108557,108366,108039,107799,107173,106602,105647,104839,104085,103481,103117,102131,101332,100382,99966,99537,99069,98620,98642,98618,98733,98649,98693,98757,98597,98480,98414,98531,98869,99145,99526,99843,100288,100824,101376,102024,102537,103152,103577,104098,104553,105113,105598,106189,106931,107775,108577,109256,109829,110363,110707,111092,111481,111979,112404,112939,113462,114124,114751,115603,116307,116958,117390,117768,118185,118574,119063,119459,120178,120994,121971,122730,123416,123950,124408,124825,125189,125515,125918,126536,127314,128207,129001,129911,130589,131283,131887,132587,133276,133986,134785,135548,136752,138052,139468,140543,141541,142444,143109,143490,143736,144030,144503,145215,141906.9167,146112,147264,148347,149015,149408,149796,150350,150833,151241,151536,150994,150386,149606.8333,5.15%
1526,Baldwin County,GA,Milledgeville,13,9,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116954,116799,116782,117047,117553,118344,118936,119804,120525,121381,121988,122602,123085,123537,123941,124356,124727,125113,125500,125917,126526,127297,128233,128949,129459,129790,129995,130152,130351,130376,130381,130143,130449,130671,131113,131179,131264,131220,131087,130691,130216,129532,129177,128613,128303,127927,127678,127368,126961,126586,126050,125436,124427,123410,122309,121351,120352,119398,118503,117737,116869,116227,115734,115374,115064,114615,114145,113675,113111,111063,108991,106828,106159,105427,104851,104110,103163,102167,101446,100859,100433,99996,99631,99395,99020,98676,98147,97769,97482,97813,98171,98608,98644,99036,99489,99972,100368,100945,101577,102111,102495,102784,103164,103503,103950,104422,104908,105361,105830,106149,106485,106923,107620,108238,108830,109284,109817,110560,111254,112056,112417,112900,113385,113897,114393,114756,115163,115561,115917,116461,116895,117536,118046,118732,119322,119962,120518,121074,121482,121867,122174,122500,122672,122952,123220,123414,123436,123445,123740,123954,124202,124491,124881,125453,126045,126984,127801,128545,129304,130017,130759,131447,131973,132563,132781,133237,133568,134021,134610,131902.0833,135314,136117,136971,137833,138695,139349,139837,140128,140558,140938,140750,140266,138896.3333,5.04%
2210,Colquitt County,GA,Moultrie,13,71,1055,57814,58088,58219,58253,58331,58425,58605,58813,58902,58968,59103,59480,59847,60216,60474,60802,61027,61427,61645,61972,62194,63244,64127,64733,64250,63895,63842,64185,64569,64260,64106,64130,64614,64949,65206,65903,66754,67477,67976,68263,68098,68114,68170,68642,68889,69184,69250,69666,70115,70786,71331,71696,71846,71987,72482,73229,74006,74716,75109,75333,75320,75628,75830,76189,76387,76733,77010,77353,77519,77623,77759,77932,78302,78730,79124,79520,79807,80179,80394,80585,80545,80514,80475,80657,80710,80948,81076,81458,81714,82087,82260,82586,82885,83269,83475,83631,83794,84036,84362,84786,85185,85677,86134,86493,86696,86810,87083,87548,88155,88798,89394,89962,90455,90834,91327,91815,92300,92578,92896,93139,93467,93734,93991,94241,94641,95137,95685,96111,96610,97025,97416,97804,98248,98519,98583,98352,98426,98482,98775,98732,98798,98690,98573,98501,98448,98308,98065,97626,97264,96902,96569,96321,96175,95991,95693,95140,94535,93877,93255,92791,92172,91748,91358,90996,90548,89499,88737,86753,85502,84092,83835,83593,83400,83086,82667,82102,81674,81106,80768,80215,79618,78960,78531,78229,78018,77730,77456,77214,77007,76698,76507,76396,76471,76424,76390,76446,76688,76947,77158,77329,77625,77964,78291,78681,79165,79636,80024,80451,81473,82437,83321,83671,84161,84608,85059,85502,86051,86589,87034,87290,87809,88440,89125,89626,90024,90522,90954,91552,92209,92830,93365,93854,94290,94717,95049,95463,95856,96321,96852,97430,97996,98548,99063,99616,100014,100481,100815,101317,101709,102276,102823,103454,104137,104630,105131,105499,106062,106678,107404,108101,108831,109653,110538,111422,112192,113045,113607,114042,114312,114596,114641,114798,115076,113160.1667,115609,116114,116664,117358,117913,118555,119062,119550,119835,120085,119719,119429,118324.4167,4.36%
1430,Thomas County,GA,Thomasville,13,275,1072,84603,84871,85073,85353,85640,86063,86333,86650,87004,87530,88032,88481,88820,89288,89913,90639,91099,91520,91909,92453,92963,93458,93796,94048,94119,94543,94981,95502,95768,96013,96544,97084,97426,97249,97182,97189,97537,97582,98079,98934,99882,100402,100575,100906,101493,101769,102193,102605,103426,104037,104847,105463,106129,106536,106942,107439,108276,109335,110056,110535,110830,111362,111616,112064,112192,112532,112772,113325,113887,114483,114902,115081,115156,115473,115951,116902,118653,120014,120650,120793,121181,121771,121801,122043,122466,122803,122933,122879,123177,123608,123812,123727,123639,123798,123780,123742,123692,123849,124298,124560,124800,124647,124621,124805,124521,123160,121735,120847,121253,121808,122525,123270,124013,124765,125514,126243,126971,127690,128417,129098,129801,130450,131107,131677,132413,133246,134267,135049,135679,136194,136685,137188,137494,137650,137721,137618,137859,138060,138576,138818,139048,139231,139346,139169,138743,138049,137599,136979,136455,135936,135582,135222,134922,134790,134679,134199,133135,132100,131011,130021,128843,127859,126957,126098,125185,124398,123885,123527,123240,122839,121467,120084,118647,118022,117420,116604,115854,115115,114531,114189,113645,113171,112532,111991,111377,110611,109986,109611,109233,108834,108427,108223,108072,107939,107836,107778,107820,108036,108359,108747,109124,109577,110132,110623,111146,111590,112175,112714,113223,113730,114300,114871,115464,116145,116935,117685,118321,118890,119512,119988,120387,120772,121291,121869,122448,123182,124030,124853,125639,126395,127059,127571,127915,128334,128756,129340,129796,130512,131259,132091,132755,133314,133871,134250,134553,134892,135258,135815,136286,136981,137638,138340,138964,139461,140068,140555,141117,141764,142526,143315,144056,144909,145875,146886,147859,148806,149532,150061,150274,150468,150548,150851,151397,148955.5,152357,153441,154460,155133,155705,156233,156787,157249,157673,158230,158022,157638,156077.3333,4.56%
2713,Habersham County,GA,Cornelia,13,137,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133510,132596,131063,129474,129199,130842,133199,135224,136838,137366,137810,138034,138660,139026,139316,139235,139377,139451,139838,140144,140762,141389,142156,142961,143644,144209,144707,145168,145499,145668,145649,145486,145187,145370,145504,145747,145720,145750,146021,145986,145754,145175,144317,143649,142866,142380,141795,141302,140698,140165,139810,139571,139209,138197,136973,135652,134560,133532,132391,131249,130084,129099,128462,127971,127675,127207,126674,126091,125578,125144,124950,124807,124412,123571,122467,121628,120587,119562,118466,116910,115458,114068,113342,112579,111957,111594,111370,111134,110839,110586,110356,110236,110222,110354,110584,110849,111242,111991,112970,113849,114365,114697,115014,115449,116018,116655,117229,117891,118614,119460,120361,121185,121977,122573,123119,123744,124327,125006,125579,126125,126779,127475,128322,129003,129712,130352,131049,131757,132413,133027,133542,133970,134533,135143,136137,137014,137288,137340,137359,138081,138839,139610,140186,140728,141386,141876,142412,142915,143714,144508,145193,145976,146742,147652,148635,149700,150898,151979,152322,152496,152641,153488,154466,155488,156465,157340,158052,158639,159345,160162,155908.6667,161414,162531,163736,164601,165494,166532,167587,168622,169326,169994,169682,169239,166563.1667,6.40%
946,Coffee County,GA,Douglas,13,69,1117,64879,65069,65078,65075,65055,65156,65304,65589,65780,66006,66299,66756,67062,67404,67560,67854,67998,68340,68680,69065,69321,68456,67632,66928,67107,67455,67753,68482,69028,69615,69776,70029,70214,69864,69472,68909,69101,69094,69485,70162,70690,71108,71099,71343,71504,71983,72604,73304,73923,74388,74889,75226,75510,75654,75904,76379,77017,78044,78465,78877,78878,79176,79463,79829,80258,80331,80416,80473,80780,80954,81254,81401,81658,81956,82333,82585,82580,82780,83038,83440,83579,83789,84043,84249,84351,84458,84720,84905,85169,85502,86079,86499,86936,87313,87717,88104,88389,88663,89046,89393,89785,90125,90551,91026,91487,92303,92717,93169,93250,93741,94279,94822,95333,95847,96337,96815,97106,97572,97912,98303,98530,98806,99049,99286,99791,100309,100961,101408,101908,102265,102647,102811,102928,102841,102771,102472,102458,102446,102625,102628,102645,102751,102715,102667,102476,102198,101815,101184,100702,100266,99407,98472,97423,97156,96895,96571,95890,95142,94378,93698,92875,92113,91369,90760,90111,88642,87348,86231,85960,85602,85154,84792,84397,83913,83486,82716,82114,81480,81154,80696,80008,79410,78915,78556,78169,77750,77401,77192,77002,76907,76782,76723,76691,76688,76724,76714,76790,76986,77216,77536,77965,78669,79372,79945,80393,80761,81257,81582,82075,82523,83070,83566,84112,84754,85478,86084,86708,87128,87656,88133,88738,89228,89585,89914,90399,91015,91353,91712,92091,92618,92969,93102,93218,93386,93679,94149,94702,95409,95991,96530,96764,96986,97245,97544,97867,98053,98369,98694,98958,99538,100227,101138,101747,102261,102626,102967,103308,103842,104485,104918,105268,105637,106377,107138,107908,108659,109220,109625,110026,110532,110950,111428,111974,109122.8333,112767,113465,114301,114883,115343,115644,115955,116293,116483,116893,116590,116294,115409.25,5.45%
